entry|filename|title|author|year|path|count
15686|28662-8.txt|The Squirrel Inn|Frank R Stockton|1891|_theData|2
15693|2867-0.txt|A Sappho of Green Springs|Bret Harte|1891|_theData|2
15698|28675-8.txt|Red Men and White|Owen Wister|1895|_theData|2
15704|28680-8.txt|The Young Surveyor;|J T Trowbridge|1875|_theData|2
15718|28697-8.txt|Down the Slope|James Otis|1899|_theData|2
15721|287-0.txt|Remember the Alamo|Amelia E Barr|1888|_theData|4
15736|28717-0.txt|Wee Wifie|Rosa Nouchette Carey|1887|_theData|3
15739|28724-8.txt|In the High Valley|Susan Coolidge|1892|_theData|2
15753|28743-8.txt|Miss Ashton's New Pupil|Mrs S S Robbins|1892|_theData|2
15768|28766-8.txt|Elements of Gaelic Grammar|Alexander  Stewart|1812|_theData|2
15789|28802-8.txt|The Fairy Nightcaps|Frances Elizabeth Barrow|1861|_theData|2
15804|28823-8.txt|The Works Of George Meredith|George Meredith|1896|_theData|2
15817|28847-8.txt|Max and Maurice|William Wilhelm Busch|1875|_theData|2
15828|28857-8.txt|Captain Bayley's Heir:|G A Henty|1889|_theData|2
15836|28870-8.txt|The Cabin on the Prairie|C H Charles Henry Pearson|1869|_theData|2
15843|28877-8.txt|Penelope's Progress|Kate Douglas Smith Wiggin|1898|_theData|2
15853|28887-8.txt|The Boy Broker|Frank A Munsey|1888|_theData|2
15864|28900-8.txt|English Synonyms and Antonyms|James Champlin Fernald|1896|_theData|2
15869|28915-8.txt|ZigZag Journeys in Northern Lands;|Hezekiah Butterworth|1884|_theData|2
15875|28925-8.txt|Lover or Friend|Rosa Nouchette Carey|1890|_theData|2
15922|28994-0.txt|Latin Pronunciation|Harry Thurston Peck|1890|_theData|1
15923|28996-8.txt|Miss Grantley's Girls|Thomas Archer|1885|_theData|2
15930|29000-8.txt|The Macdermots of Ballycloran|Anthony Trollope|1866|_theData|2
15931|29001-8.txt|Five Mice in a Mouse-trap|Laura E Richards|1883|_theData|2
15935|29005.txt|Prince Vance|Eleanor Putnam|1888|_theData|1
15949|29025-0.txt|Roman Catholicism in Spain|Anonymous|1855|_theData|2
15961|29042-8.txt|A Tangled Tale|Lewis Carroll|1885|_theData|2
15972|29056.txt|Almost A Man|Mary WoodAllen|1895|_theData|1
16015|29109-8.txt|Les Parsis|D Menant|1898|_theData|2
16018|29111.txt|What the Blackbird said|Mrs Frederick Locker|1881|_theData|1
16023|29117-8.txt|Bygone Punishments|William Andrews|1899|_theData|2
16027|29121-8.txt|Legends of the Saxon Saints|Aubrey de Vere|1879|_theData|2
16088|29188-0.txt|Ebrietatis Encomium|Boniface Oinophilus|1812|_theData|3
16118|29219-8.txt|The First Violin|Jessie Fothergill|1879|_theData|2
16134|29232-8.txt|The Lady's Own Cookery Book, and New Dinner-Table Directory;|Charlotte Campbell Bury|1844|_theData|2
16145|29244-8.txt|Chronicles of Border Warfare|Alexander Scott Withers|1831|_theData|2
16148|29247-0.txt|The Academic Questions|M T Cicero|1872|_theData|3
16163|29261-0.txt|Animaduersions uppon the annotacions and corrections of some imperfections of impressiones of Chaucer's workes|Francis Thynne|1865|_theData|2
16170|29269-8.txt|A Succinct View of the Importance and Practicability of Forming a Ship Canal across the Isthmus of Panama|H R Hill|1845|_theData|2
16185|29287-0.txt|Aino Folk-Tales|Basil Hall Chamberlain|1888|_theData|3
16194|29296-8.txt|The Ministry of Intercession|Andrew Murray|1891|_theData|2
16195|29297.txt|Among the Brigands|James de Mille|1872|_theData|1
16202|29304.txt|In the Days of  Drake|J S Fletcher|1896|_theData|1
16208|2931.txt|Evidence as to Man's Place in Nature|Thomas H Huxley|1863|_theData|1
16221|29323-8.txt|An Old Sailor's Yarns|Nathaniel Ames|1835|_theData|2
16230|29335.txt|A Gold Hunter's Experience|Chalkley J Hambleton|1898|_theData|1
16231|29337-0.txt|Japanese Fairy World|William Elliot Griffis|1880|_theData|3
16300|29412-8.txt|The Phantom World|Augustin Calmet|1850|_theData|2
16302|29414-8.txt|An Inquiry into the Causes and Effects of the Variolae Vaccinae|Edward Jenner|1800|_theData|2
16324|29439-8.txt|Dr. Sevier|George W Cable|1884|_theData|2
16326|29440-8.txt|Leading Articles on Various Subjects|Hugh Miller|1871|_theData|2
16329|29444-8.txt|The Machinery of the Universe|Amos Emerson Dolbear|1897|_theData|2
16341|29456-0.txt|The Comic Latin Grammar|Percival Leigh|1840|_theData|3
16352|29468-8.txt|The Story of Don Quixote|Arvid Paulson Clayton Edwards and Miguel de Cervantes Saavedra|1871|_theData|2
16369|2949-0.txt|Stories of a Western Town|Octave Thanet|1893|_theData|2
16373|29494-8.txt|King Philip|John S C John Stevens Cabot Abbott|1899|_theData|2
16395|29519-8.txt|Nelson's Home Comforts|Mary Hooper|1889|_theData|2
16401|29527-8.txt|The Soul of a People|H Fielding|1898|_theData|2
16411|29541-0.txt|A Walk from London to Fulham|Thomas Crofton Croker|1860|_theData|2
16438|29570-8.txt|Rope|Holworthy Hall|1869|_theData|2
16451|29583-8.txt|Shoulder-Straps|Henry Morford|1863|_theData|2
16452|29586-8.txt|The Story of the Cotton Plant|Frederick Wilkinson|1898|_theData|2
16461|29596-8.txt|Funny Big Socks|Sarah L Barrow|1862|_theData|2
16473|29606-8.txt|The Emigrant|Frederick William Thomas|1884|_theData|3
16476|29609-8.txt|Six Letters From the Colonies|Robert Seaton|1886|_theData|2
16481|29616-8.txt|Two Arrows|William O Stoddard|1886|_theData|2
16495|29631-8.txt|Journal of a Residence at Bagdad|Anthony Groves|1832|_theData|2
16500|29637-8.txt|Introduction to the Study of History|Charles V Langlois|1898|_theData|2
16522|29660-8.txt|Three Years in the Federal Cavalry|Willard Glazier|1870|_theData|2
16537|29678-8.txt|The Epistles of St. Peter and St. Jude Preached and Explained|Martin Luther|1859|_theData|2
16560|29699-8.txt|Hetty's Strange History|Helen Jackson|1877|_theData|7
16563|29700-8.txt|Poetical Works of William Cullen Bryant|William Cullen Bryant|1883|_theData|2
16582|29724-8.txt|Trees of the Northern United States|Austin C Apgar|1892|_theData|2
16583|29725-8.txt|The Fairchild Family|Mary Martha Sherwood|1822|_theData|2
16587|29729-8.txt|Victor's Triumph|Mrs E D E N Southworth|1874|_theData|2
16589|29730-0.txt|Desserts and Salads|Gesine Lemcke|1896|_theData|3
16602|29747-8.txt|Aztec Land|Maturin M Ballou|1890|_theData|2
16611|29756-8.txt|The Cat of Bubastes|G A Henty|1889|_theData|2
16612|29757-8.txt|The Story of a Tinder-box|Charles Meymott Tidy|1897|_theData|2
16632|29787-8.txt|England, Picturesque and Descriptive|Joel Cook|1899|_theData|2
16654|29816-8.txt|The Industries of Animals|Frédéric Houssay|1893|_theData|2
16662|29828-8.txt|Is He Popenjoy?|Anthony Trollope|1878|_theData|2
16686|29863-8.txt|The Rambles of a Rat|A L O E|1863|_theData|2
16688|29866-8.txt|Hidden Hand|Emma Dorothy Eliza Nevitte Southworth|1859|_theData|2
16694|29875-0.txt|Dreamers of the Ghetto|I Zangwill|1898|_theData|3
16711|29893-8.txt|History of Religion|Allan Menzies|1895|_theData|2
16730|29916-8.txt|Gomez Arias|Joaquín Telesforo de Trueba y Cosío|1828|_theData|2
16738|29929-8.txt|Bunyan|James Anthony Froude|1880|_theData|2
16749|29942.txt|A Letter to Hon. Charles Sumner, with 'Statements' of Outrages upon Freedmen in Georgia|Hamilton Wilcox Pierson|1870|_theData|1
16768|2997-0.txt|Time's Laughingstocks|Thomas Hardy|1895|_theData|1
16816|30020.txt|The Matsuyama Mirror|Anonymous|1895|_theData|1
16819|30024-8.txt|The Fisher-Boy Urashima|Anonymous|1886|_theData|2
16849|30061-0.txt|The Religious Sentiment|Daniel G Brinton|1876|_theData|3
16878|30100-8.txt|Marion Fay|Anthony Trollope|1882|_theData|2
16895|3012.txt|The Acharnians|Aristophanes|1876|_theData|2
16896|30120.txt|The Happy Prince and Other Tales|Oscar Wilde|1888|_theData|2
16908|30132-0.txt|The Canon of the Bible|Samuel Davidson|1877|_theData|3
16920|30143-8.txt|Out on the Pampas|G A Henty|1871|_theData|2
16923|30147.txt|Opportunities|Susan Warner|1871|_theData|1
16941|30167-8.txt|Royal Children of English History|E Nesbit|1890|_theData|2
16946|30172-8.txt|Architectural Antiquities of Normandy|John Sell Cotman|1822|_theData|2
16956|30185-0.txt|London Lyrics|Frederick Locker|1857|_theData|2
16967|30197-8.txt|Farthest North|Fridtjof Nansen|1897|_theData|5
16971|3020.txt|Table-Talk|William Hazlitt|1846|_theData|1
16972|30200-8.txt|Ancient and Modern Celebrated Freethinkers|Charles Bradlaugh A Collins and J Watts|1858|_theData|2
16973|30201.txt|In Praise of Folly|Desiderius Erasmus|1870|_theData|1
16974|30202-8.txt|Flowers of Freethought|George W Foote|1893|_theData|4
16975|30204-8.txt|Arrows of Freethought|George W Foote|1882|_theData|2
16976|30205-8.txt|Reminiscences of Charles Bradlaugh|George W Foote|1891|_theData|2
16977|30206-8.txt|Humanity's Gain from Unbelief|Charles Bradlaugh|1889|_theData|2
16978|30207-8.txt|Men, Women, and Gods|Helen H Gardener|1885|_theData|2
16983|30212-8.txt|The Great Cattle Trail|Edward S Ellis|1894|_theData|2
16986|30216-0.txt|The Buddhist Catechism|Henry S Olcott|1897|_theData|3
17004|30236-8.txt|Pepita Ximenez|Juan Valera|1891|_theData|2
17005|30238-0.txt|The Claims of Labour|Arthur Helps|1845|_theData|2
17011|30243.txt|ABC of Fox Hunting|John Dean Paul|1871|_theData|1
17015|30247-8.txt|Mabel's Mistake|Ann S Stephens|1868|_theData|2
17042|30274-8.txt|The History of Sandford and Merton|Thomas Day|1801|_theData|2
17076|3031.txt|Wild Animals I Have  Known|Ernest Thompson Seton|1898|_theData|2
17092|30323-0.txt|The Book of Religions|John Hayward|1860|_theData|3
17094|30325-8.txt|The Elements of Drawing|John Ruskin|1857|_theData|2
17101|30332-8.txt|The Earthly Paradise|William Morris|1870|_theData|2
17104|30335.txt|The Wilderness Fugitives|Edward S Ellis|1893|_theData|1
17105|30336-8.txt|Hours in a Library|Leslie Stephen|1892|_theData|2
17111|30342-8.txt|Whitman|John Burroughs|1896|_theData|2
17124|30354.txt|The Broom-Squire|S Sabine BaringGould|1896|_theData|1
17131|30364-0.txt|An Account of The Kingdom of Nepal|Fancis Buchanan Hamilton|1819|_theData|1
17136|30370-8.txt|Favourite Welsh Hymns|Joseph Morris|1854|_theData|2
17142|30376.txt|The Snow-Image|Nathaniel Hawthorne|1868|_theData|2
17168|30400.txt|All the Way to Fairyland|Evelyn Sharp|1898|_theData|1
17178|30411-8.txt|English as she is spoke|José da Fonseca|1884|_theData|2
17184|30418-8.txt|Traditional Nursery Songs of England|Various|1843|_theData|2
17188|30421-8.txt|The Age of Pope|John Dennis|1896|_theData|2
17193|30429-8.txt|Was Man Created?|Henry A Mott|1880|_theData|2
17199|30435-8.txt|A Book of Sibyls|Anne Thackeray Mrs Richmond Ritchie|1883|_theData|2
17208|30444-8.txt|The Turkish Bath|Robert Owen Allsop|1890|_theData|2
17214|3045-8.txt|The Last Chronicle of Barset|Anthony Trollope|1867|_theData|4
17223|3046-0.txt|The Land of the Changing Sun|William N Harben|1894|_theData|3
17224|30463.txt|John Whopper|Thomas March Clark|1870|_theData|1
17229|3047.txt|Life's Little Ironies|Thomas Hardy|1894|_theData|1
17232|30472-0.txt|Needlework As Art|Marian Alford|1886|_theData|3
17239|3048.txt|The Little Duke|Charlotte M Yonge|1855|_theData|2
17250|3049.txt|A Group of Noble Dames|Thomas Hardy|1891|_theData|2
17251|30490.txt|The Fifth of November|Charles S Bentley|1898|_theData|1
17259|30499-0.txt|History of Free Thought in Reference to The Christian Religion|Adam Storey Farrar|1863|_theData|3
17272|3051-0.txt|An Open-Eyed Conspiracy|W D Howells|1897|_theData|1
17278|30526.txt|Illustrations of The Book of Job|William Blake|1826|_theData|1
17281|3053-0.txt|Signs of Change|William Morris|1888|_theData|2
17282|30530-8.txt|Skipper Worse|Alexander Lange Kielland|1885|_theData|2
17303|30555.txt|Little Meg's Children|Hesba Stretton|1869|_theData|1
17308|3056.txt|Wessex Tales|Thomas Hardy|1895|_theData|2
17327|30581-8.txt|Notes in North Africa|W G Windham|1862|_theData|2
17343|30606-8.txt|The Landleaguers|Anthony Trollope|1883|_theData|2
17344|30607-8.txt|Australia, its history and present condition|William Pridden|1845|_theData|2
17349|30612-8.txt|Records of Later Life|Frances Ann Kemble|1882|_theData|2
17350|30617-8.txt|A Danish Parsonage|John Fulford Vicary|1884|_theData|2
17388|30661-0.txt|Pedagogics as a System|Karl Rosenkranz|1872|_theData|3
17389|30662-8.txt|The Story of a New York House|Henry Cuyler Bunner|1887|_theData|2
17396|3067-0.txt|Hard Cash|Charles Reade|1864|_theData|1
17399|30672-8.txt|Eidolon|Walter R Cassels|1850|_theData|2
17422|30692-8.txt|Sir Tom|Mrs Oliphant|1883|_theData|2
17423|30693-8.txt|Renaissance Fancies and Studies|Violet Paget AKA Vernon Lee|1896|_theData|2
17432|30706-0.txt|The Rain Cloud|Anonymous|1865|_theData|2
17433|30707-8.txt|Cyrus the Great|Jacob Abbott|1850|_theData|2
17434|30708-8.txt|History of the Rise of the Huguenots|Henry Baird|1879|_theData|2
17443|30717-0.txt|East Anglia|J Ewing Ritchie|1893|_theData|2
17460|30737-8.txt|My Schools and Schoolmasters|Hugh Miller|1856|_theData|2
17466|30745-0.txt|Calamities and Quarrels of Authors|Isaac Disraeli|1859|_theData|3
17471|30752-0.txt|Vestiges of the Mayas|Augustus Le Plongeon|1881|_theData|3
17503|308-0.txt|Three Men in a Boat|Jerome K Jerome|1889|_theData|2
17511|30809-0.txt|Aunt Charlotte's Stories of Greek History|Charlotte M Yonge|1876|_theData|2
17547|30848-8.txt|Mrs. Cliff's Yacht|Frank R Stockton|1896|_theData|2
17556|30860.txt|Ruby at School|Minnie E Paull|1894|_theData|1
17559|30863-8.txt|A Castle in Spain|James De Mille|1883|_theData|2
17574|30877-8.txt|The Painter in Oil|Daniel Burleigh Parkhurst|1897|_theData|2
17577|30880.txt|Pope Adrian IV|Richard Raby|1849|_theData|1
17582|30889-8.txt|The Mechanism of the Human Voice|Emil Behnke|1881|_theData|2
17612|30931-0.txt|The Ethnology of the British Islands|Robert Gordon Latham|1852|_theData|3
17675|31003-0.txt|The History and Antiquities of Horsham|Howard Dudley|1836|_theData|2
17678|31006-8.txt|The Author's Printing and Publishing Assistant|Frederick Saunders|1839|_theData|2
17689|3102-0.txt|Their Pilgrimage|Charles Dudley Warner|1886|_theData|2
17699|31031-0.txt|Guy Fawkes|Thomas Lathbury|1839|_theData|5
17711|31045-8.txt|Frondes Agrestes|John Ruskin|1875|_theData|2
17715|3105-0.txt|That Fortune|Charles Dudley Warner|1899|_theData|2
17722|3106.txt|As We Were Saying|Charles Dudley Warner|1891|_theData|2
17727|31067-8.txt|In the School-Room|John S Hart|1869|_theData|2
17729|3107.txt|As We Go|Charles Dudley Warner|1893|_theData|2
17738|31083-8.txt|The Recipe for Diamonds|Charles John Cutcliffe Wright Hyne|1894|_theData|2
17746|31090-0.txt|Inspiration and Interpretation|John Burgon|1861|_theData|2
17747|31091-8.txt|Cedar Creek|Elizabeth Hely Walshe|1863|_theData|2
17751|31096-8.txt|The Lily and the Cross|James De Mille|1875|_theData|2
17752|31097-8.txt|Froebel's Gifts|Kate Douglas Wiggin|1895|_theData|2
17762|31105-8.txt|The Elements of Agriculture|George E Waring|1854|_theData|2
17788|31133-8.txt|Home Life of Great Authors|Hattie Tyng Griswold|1897|_theData|2
17811|31158-8.txt|Campaigning in Cuba|George Kennan|1899|_theData|2
17822|3117.txt|Relation of Literature to Life|Charles Dudley Warner|1896|_theData|2
17829|31178-8.txt|Thoughts on African Colonization|William Lloyd Garrison|1832|_theData|2
17832|31180-8.txt|Ellen Middleton--A Tale|Georgiana Fullerton|1844|_theData|2
17835|31185-0.txt|Chapters in the History of the Insane in the British Isles|Daniel Hack Tuke|1882|_theData|3
17845|31195-8.txt|English Caricaturists and Graphic Humourists of the Nineteenth Century.|Graham Everitt|1893|_theData|2
17853|31205-8.txt|The Philosophy of Spinoza|Baruch de Spinoza|1892|_theData|2
17857|31209-0.txt|Indian Fairy Tales|Anonymous|1879|_theData|6
17863|31217-8.txt|Household Papers and Stories|Harriet Beecher Stowe|1896|_theData|2
17871|31225-0.txt|The Life and Times of Ulric Zwingli|Johann Hottinger|1856|_theData|3
17879|31232-8.txt|History of Morgan's Cavalry|Basil W Duke|1867|_theData|2
17884|31238-0.txt|Noah Webster|Horace E Scudder|1881|_theData|3
17885|3124.txt|The People For Whom Shakespeare Wrote|Charles Dudley Warner|1897|_theData|1
17899|31253-8.txt|A Morning's Walk from London to Kew|Richard Phillips|1817|_theData|2
17906|3126-0.txt|On Horseback|Charles Dudley Warner|1889|_theData|2
17915|3127-0.txt|Being a Boy|Charles Dudley Warner|1877|_theData|3
17920|31274-8.txt|Lady Anna|Anthony Trollope|1873|_theData|2
17921|31275-8.txt|Letters to Eugenia|Baron dHolbach|1857|_theData|4
17922|31277-0.txt|Anglo-Saxon Grammar and Exercise Book|C Alphonso Smith|1896|_theData|2
17931|31288-8.txt|The Conscript|Émile Erckmann|1889|_theData|2
17936|31292-8.txt|A Year in the Fields|John Burroughs|1896|_theData|2
17938|31296-0.txt|The Ethnology of the British Colonies and Dependencies|Robert Gordon Latham|1851|_theData|3
17946|31303-8.txt|Euphorion|Vernon Lee|1899|_theData|4
17947|31305-0.txt|Atta Troll|Heinrich Heine|1847|_theData|3
17972|3133-0.txt|Baddeck and That Sort of Thing|Charles Dudley Warner|1874|_theData|2
17980|31339-8.txt|The Black Phalanx|Joseph T Wilson|1887|_theData|2
17981|3134-0.txt|Backlog Studies|Charles Dudley Warner|1895|_theData|2
18014|31375-8.txt|Under False Pretences|Adeline Sergeant|1889|_theData|2
18028|3139-0.txt|The Dove in the Eagle's Nest|Charlotte M Yonge|1866|_theData|1
18029|31390-8.txt|The May Flower, and Miscellaneous Writings|Harriet Beecher Stowe|1869|_theData|2
18030|31391.txt|An Isle in the Water|Katharine Tynan|1896|_theData|1
18041|31406-8.txt|Cudjo's Cave|J T Trowbridge|1864|_theData|2
18046|31412-8.txt|Old and New London|Walter Thornbury|1873|_theData|2
18082|3146-8.txt|Two on a Tower|Thomas Hardy|1882|_theData|3
18108|31488.txt|The Little Regiment|Stephen Crane|1897|_theData|3
18110|3149-0.txt|Marm Lisa|Kate Douglas Wiggin|1896|_theData|2
18150|31532-8.txt|Romantic Spain|John Augustus OShea|1887|_theData|5
18152|31535-8.txt|A Monk of Cruta|E Phillips Oppenheim|1894|_theData|2
18156|31543-0.txt|A Concise Anglo-Saxon Dictionary|John R Clark Hall|1894|_theData|2
18167|31556-8.txt|Dick in the Desert|James Otis|1893|_theData|2
18171|31563-8.txt|Walladmor:|Thomas De Quincey|1825|_theData|4
18172|31565-8.txt|The Works Of Balzac|Honore de Balzac|1896|_theData|2
18173|31566.txt|Lee's Last Campaign|John C Gorman|1866|_theData|1
18174|31567-8.txt|The Lawyers, A Drama in Five Acts|Augustus William Iffland|1800|_theData|2
18187|31584.txt|History of the Seventh Ohio Volunteer Cavalry|R C Rankin|1881|_theData|1
18196|31592-8.txt|Cato|Joseph Addison|1816|_theData|2
18208|31604-0.txt|Works of Martin Luther|Martin Luther|1824|_theData|4
18221|3162-0.txt|The Enchanted Typewriter|John Kendrick Bangs|1899|_theData|2
18242|31647-8.txt|Kept for the Master's Use|Frances Ridley Havergal|1895|_theData|2
18249|3166-8.txt|Doctor Thorne|Anthony Trollope|1867|_theData|3
18257|31668-8.txt|The Serapion Brethren.|Ernst Theordor Wilhelm Hoffmann|1892|_theData|4
18262|31673.txt|The Rose of Paradise|Howard Pyle|1888|_theData|1
18271|31682-8.txt|Life of John Keats|William Michael Rossetti|1887|_theData|4
18274|31685-0.txt|Nuts and Nutcrackers|Charles James Lever|1845|_theData|6
18284|317.txt|The Culprit Fay|Joseph Rodman Drake|1836|_theData|1
18285|3170-0.txt|Chants for Socialists|William Morris|1885|_theData|1
18301|31717-0.txt|The Witches of New York|Q K Philander Doesticks|1859|_theData|3
18321|31738-8.txt|The Rebellion in the Cevennes, an Historical Novel|Ludwig Tieck|1845|_theData|4
18323|31745.txt|Wau-nan-gee or the Massacre at Chicago|Major John Richardson|1852|_theData|1
18338|31761-8.txt|Wilson's Tales of the Borders and of Scotland|John Mackay Wilson|1884|_theData|22
18361|31783-8.txt|Was General Thomas Slow at Nashville?|Henry V Boynton|1896|_theData|2
18365|31787-8.txt|The Bird and Insects' Post Office|Robert Bloomfield|1879|_theData|2
18374|31795-8.txt|Yellow-Cap and Other Fairy-Stories For Children|Julian Hawthorne|1880|_theData|2
18385|3181-0.txt|The Stolen White Elephant|Mark Twain Samuel Clemens|1883|_theData|2
18407|31831.txt|Marcy The Refugee|Harry Castlemon|1892|_theData|1
18421|31844-8.txt|The Unconstitutionality of Slavery|Lysander Spooner|1845|_theData|2
18422|31847-8.txt|Dog Stories from the "Spectator"|Various|1895|_theData|2
18444|31874-0.txt|Second Book of Verse|Eugene Field|1892|_theData|3
18449|31879-8.txt|Coelebs In Search of a Wife|Hannah More|1809|_theData|2
18452|31884-8.txt|A Guest at the Ludlow and Other Stories|Edgar Wilson Bill Nye|1897|_theData|2
18453|31885-0.txt|Bible Myths and their Parallels in other Religions|T W Doane|1882|_theData|3
18475|31903-8.txt|Anarchism|E V Zenker|1897|_theData|4
18484|31915-8.txt|An Artist in Crime|Rodrigues Ottolengui|1893|_theData|2
18639|32082-0.txt|A Rent In A Cloud|Charles James Lever|1897|_theData|3
18658|32103-8.txt|Elsie in the South|Martha Finley|1899|_theData|2
18664|32109-8.txt|Tales of the Caravan, Inn, and Palace.|William Hauff|1881|_theData|2
18706|32151-8.txt|The Intellectual Life|Philip Gilbert Hamerton|1897|_theData|2
18708|32153-0.txt|Songs of the Army of the Night|Francis Adams|1894|_theData|2
18711|32157-8.txt|Priests, Women, and Families|J Michelet|1845|_theData|2
18731|32176-8.txt|Witch Stories|E Lynn Elizabeth Lynn Linton|1883|_theData|2
18733|32178-8.txt|Los Gringos|H A Henry Agustus Wise|1849|_theData|2
18746|32191-0.txt|The Sentimental Vikings|Richard Voorhees Risley|1897|_theData|2
18752|32199-8.txt|A House-Party|Ouida|1892|_theData|2
18773|32222-8.txt|Felicitas|Felix Dahn|1883|_theData|2
18775|32225-8.txt|Elsie at Viamede|Martha Finley|1892|_theData|2
18797|32248-8.txt|The Standard Cantatas|George P Upton|1899|_theData|2
18801|32251-8.txt|Applied Physiology|Frank Overton|1898|_theData|2
18815|32268.txt|The Burning of Chambersburg, Pennsylvania|B S Benjamin Shroder Schneck|1864|_theData|1
18838|3229.txt|Helen of Troy|Andrew Lang|1882|_theData|1
18853|3231.txt|The Rifle and The Hound in Ceylon|Samuel White Baker|1854|_theData|1
18869|32328-8.txt|Methods of Authors|Hugo Erichsen|1894|_theData|2
18874|32333-8.txt|Voyage of the Paper Canoe|Nathaniel H Bishop|1878|_theData|2
18878|32337-8.txt|Belcaro|Vernon Lee|1887|_theData|2
18879|32338-0.txt|Toilers of the Sea|Victor Hugo|1866|_theData|3
18884|32343-8.txt|An Englishman in Paris|Albert D Albert Dresden Vandam|1892|_theData|2
18912|32376-0.txt|Notes on Stable Management in India and the Colonies|Joshua A Nunn|1897|_theData|3
18916|32383-8.txt|Two Wyoming Girls and Their Homestead Claim|Carrie L Marshall|1899|_theData|2
18932|32402-8.txt|The Story of Our Country||1896|_theData|2
18957|32424-8.txt|Arthur O'Leary His Wanderings And Ponderings In Many Lands|Charles James Lever|1892|_theData|1
18964|32430.txt|The Practical Joke|Anonymous|1856|_theData|1
18969|32435-0.txt|Every-Day Errors of Speech|L P Meredith|1872|_theData|3
18977|32443-8.txt|Saga of Halfred the Sigskald|Felix Dahn|1886|_theData|2
18980|32446-8.txt|Waldfried|Berthold Auerbach|1874|_theData|2
18999|32464-8.txt|A Supplication for the Beggars|Simon Fish|1878|_theData|2
19015|3248-0.txt|The Sky Pilot|Ralph Connor|1899|_theData|2
19023|32490-8.txt|Hernando Cortez|John S C Abbott|1856|_theData|2
19031|325-0.txt|Phantastes|George MacDonald|1858|_theData|2
19049|32517-8.txt|Black Forest Village Stories|Berthold Auerbach|1869|_theData|2
19055|32523.txt|Mrs. Turner's Cautionary Stories|Elizabeth Turner|1897|_theData|1
19064|32533-8.txt|The Crime of the Century|Henry M Hunt|1889|_theData|2
19089|32558-8.txt|Sporting Scenes amongst the Kaffirs of South Africa|Alfred W Drayson|1858|_theData|2
19092|32561-0.txt|The Bramleighs Of Bishop's Folly|Charles James Lever|1868|_theData|2
19111|3258-0.txt|A Laodicean|Thomas Hardy|1881|_theData|2
19120|3259-0.txt|Countess Kate|Charlotte M Yonge|1862|_theData|1
19132|32600-0.txt|History of the Reign of Philip the Second, King of Spain.|William H Prescott|1883|_theData|5
19144|32611-8.txt|The Falling Flag|Edward M Boykin|1874|_theData|2
19202|32675-8.txt|The Strife of the Roses and Days of the Tudors in the West|William Henry Hamilton Rogers|1890|_theData|2
19219|32692-0.txt|A Day's Ride|Charles James Lever|1864|_theData|3
19220|32693-0.txt|That Boy Of Norcott's|Charles James Lever|1869|_theData|3
19253|32725-8.txt|Work for Women|George J Manson|1883|_theData|2
19256|32728-8.txt|The English in the West Indies|James Anthony Froude|1888|_theData|2
19271|32746-0.txt|The Revival of Irish Literature|Charles Gavan Duffy|1894|_theData|3
19272|32747-0.txt|Travels in Tartary, Thibet, and China|Evariste Regis Huc|1851|_theData|4
19278|32753.txt|Croquet|Anonymous|1868|_theData|1
19292|32771-0.txt|Here and There in London|J Ewing Ritchie|1859|_theData|2
19308|32786-0.txt|Legends of Florence|Charles Godfrey Leland|1895|_theData|2
19326|32810.txt|The Soldier Turned Farmer|Anonymous|1860|_theData|1
19327|32811-8.txt|Holiday House|Catherine Sinclair|1839|_theData|2
19328|32812-8.txt|History of Cuba; or, Notes of a Traveller in the Tropics|Maturin M Ballou|1854|_theData|2
19335|32821-8.txt|The Picturesque Antiquities of Spain;|Nathaniel Armstrong Wells|1846|_theData|2
19338|32825-8.txt|The Goddess of Atvatabar|William R Bradshaw|1892|_theData|2
19353|3284-8.txt|The Discovery of the Source of the Nile|John Hanning Speke|1863|_theData|2
19363|3285-0.txt|The Deerslayer|James Fenimore Cooper|1859|_theData|5
19368|32858-0.txt|The Cruise of the Elena|J Ewing Ritchie|1877|_theData|2
19373|32863-8.txt|Cottage Economy|William Cobbett|1822|_theData|2
19376|32867-8.txt|Mopsa the Fairy|Jean Ingelow|1869|_theData|2
19381|32877.txt|My Dark Companions|Henry M Stanley|1893|_theData|1
19392|32887-8.txt|Trilbyana|Joseph Benson Gilder  Jeannette Leonard Gilder|1895|_theData|2
19399|32893.txt|The White Shield|Bertram Mitford|1897|_theData|2
19402|32896.txt|'Tween Snow and Fire|Bertram Mitford|1892|_theData|1
19421|32913.txt|Through South Africa|Henry M Stanley|1898|_theData|1
19422|32914.txt|Tales of South Africa|HA Bryden|1896|_theData|1
19425|32917.txt|The Sapphire Cross|George Manville Fenn|1871|_theData|1
19427|32919.txt|Renshaw Fanning's Quest|Bertram Mitford|1894|_theData|1
19431|32922.txt|A Veldt Official|Bertram Mitford|1895|_theData|1
19432|32923.txt|My Kalulu, Prince, King and Slave|Henry M Stanley|1873|_theData|1
19436|32927.txt|The Induna's Wife|Bertram Mitford|1898|_theData|1
19438|32929.txt|Thereby Hangs a Tale|George Manville Fenn|1876|_theData|1
19439|3293-0.txt|Chronicle of the Conquest of Granada|Washington Irving|1829|_theData|2
19442|32932.txt|Seven Frozen Sailors|George Manville Fenn|1896|_theData|1
