entry|filename|title|author|year|path|count
16228|29333-8.txt|War Letters of a Public-School Boy|Henry Paul Mainwaring Jones|1918|_theData|2
16229|29334-8.txt|The Colonial Architecture of Philadelphia|Frank Cousins|1920|_theData|2
16233|29339-8.txt|The Practice of Autosuggestion|C Harry Brooks|1922|_theData|2
16239|29345-8.txt|Mountain Interval|Robert Frost|1916|_theData|2
16240|29346-8.txt|Tales of Fishes|Zane Grey|1919|_theData|2
16243|2935.txt|On the Study of Zoology|Thomas H Huxley|1900|_theData|1
16259|29364-8.txt|Elements of Foreign Exchange|Franklin Escher|1917|_theData|2
16260|29365-8.txt|Browning's England|Helen Archibald Clarke|1908|_theData|2
16270|29378-8.txt|Pinafore Palace|Various|1907|_theData|2
16285|29391-8.txt|Blue-grass and Broadway|Maria Thompson Daviess|1919|_theData|2
16288|29399-8.txt|Clairvoyance|Charles Webster Leadbeater|1918|_theData|2
16290|29400-8.txt|Murder Point|Coningsby Dawson|1910|_theData|2
16294|29405.txt|The Gods of Mars|Edgar Rice Burroughs|1918|_theData|3
16296|29407-8.txt|The Valley of Silent Men|James Oliver Curwood|1920|_theData|4
16315|29427-8.txt|Lotus Buds|Amy Carmichael|1912|_theData|2
16331|29447.txt|Perez the Mouse|Luis Coloma|1915|_theData|1
16338|29453-8.txt|Traffic in Souls|Eustace Hale Ball|1914|_theData|2
16345|2946-0.txt|Howards End|E M Forster|1921|_theData|2
16355|29473-8.txt|Blood and Iron|John Hubert Greusel|1915|_theData|1
16360|2948-0.txt|Where Angels Fear to Tread|E M Forster|1993|_theData|2
16364|29485-8.txt|Faro Nell and Her Friends|Alfred Henry Lewis|1913|_theData|2
16376|29499-8.txt|The Paper Moneys of Europe|Francis W Hirst|1922|_theData|2
16380|29501-8.txt|Negro Migration during the War|Emmett J Scott|1969|_theData|2
16393|29517-8.txt|John and Betty's History Visit|Margaret Williamson|1910|_theData|2
16405|29532-8.txt|Six Centuries of Painting|Randall Davies|1924|_theData|2
16406|29533-8.txt|The Red Hand of Ulster|George A Birmingham|1912|_theData|2
16410|29540-0.txt|Grace, Actual and Habitual|Joseph Pohle|1914|_theData|3
16415|29545-8.txt|The Spanish Jade|Maurice Hewlett|1908|_theData|2
16416|29546.txt|Where Half The World Is Waking Up|Clarence Poe|1912|_theData|1
16420|29551-0.txt|Told by the Northmen:|E M Ethel Mary WilmotBuxton|1908|_theData|3
16421|29552-0.txt|The Temple of Glass|John Lydgate|1905|_theData|2
16425|29557.txt|The Lord of Glory|Arno Gaebelein|1910|_theData|1
16430|29561-8.txt|In a Little Town|Rupert Hughes|1917|_theData|2
16431|29562-8.txt|The Clock that Had no Hands|Herbert Kaufman|1912|_theData|2
16439|29571-8.txt|Nan of Music Mountain|Frank H Spearman|1916|_theData|2
16440|29572-8.txt|Whispering Smith|Frank H Spearman|1910|_theData|2
16448|29580-8.txt|Rim o' the World|B M Bower|1919|_theData|2
16454|29588-8.txt|The Spoilers of the Valley|Robert Watson|1921|_theData|2
16467|29600-8.txt|Rural Life and the Rural School|Joseph Kennedy|1915|_theData|2
16482|29617-8.txt|The Vagrant Duke|George Gibbs|1921|_theData|2
16494|29630-8.txt|The Curse of Education|Harold E Gorst|1901|_theData|2
16499|29635-8.txt|Dr. Montessori's Own Handbook|Maria Montessori|1914|_theData|2
16504|29641-8.txt|The business career in its public relations|Albert Shaw|1904|_theData|2
16505|29642-8.txt|Hidden Water|Dane Coolidge|1910|_theData|2
16507|29644-8.txt|The Island Mystery|George A Birmingham|1918|_theData|2
16508|29646.txt|Once to Every Man|Larry Evans|1914|_theData|1
16509|29647-8.txt|The Eighteenth Century in English Caricature|Selwyn Brinton|1904|_theData|2
16512|29650-8.txt|The Greater Power|Harold Bindloss|1996|_theData|2
16517|29656-8.txt|The Mountain Divide|Frank H Spearman|1912|_theData|2
16518|29657-8.txt|Mixed Faces|Roy Norton|1921|_theData|2
16532|29672-8.txt|Cossack Fairy Tales and Folk Tales|Anonymous|1902|_theData|2
16533|29673-8.txt|Creating Capital|Frederick L Lipman|1918|_theData|2
16553|29692-8.txt|When the West Was Young|Frederick R Bechdolt|1922|_theData|2
16554|29693-8.txt|A Waif of the Mountains|Edward S Ellis|1900|_theData|2
16555|29694-8.txt|The Treasure Trail|Marah Ellis Ryan|1918|_theData|2
16561|297.txt|The Flirt|Booth Tarkington|1913|_theData|1
16566|29704-8.txt|Masterpieces of Mystery|Various|1920|_theData|2
16570|29711-0.txt|Another Sheaf|John Galsworthy|1919|_theData|2
16576|29718-8.txt|The Automobile Storage Battery|O A Witte|1919|_theData|2
16579|29721-8.txt|Philo Gubb Correspondence-School Detective|Ellis Parker Butler|1918|_theData|2
16584|29726-8.txt|The Strollers|Frederic S Isham|1902|_theData|2
16591|29733-8.txt|The Farmer and His Community|Dwight Sanderson|1922|_theData|2
16603|29748-8.txt|The Duke Of Chimney Butte|G W Ogden|1920|_theData|2
16607|29751-0.txt|Melomaniacs|James Huneker|1902|_theData|3
16608|29752-8.txt|An Orkney Maid|Amelia Edith Huddleston Barr|1918|_theData|2
16609|29753-8.txt|The Gorgeous Girl|Nalbro Bartley|1920|_theData|2
16615|29760-8.txt|The Dominant Strain|Anna Chapin Ray|1903|_theData|2
16618|29763-8.txt|Alex the Great|H C Witwer|1919|_theData|2
16619|29764-8.txt|Kid Scanlan|H C Witwer|1920|_theData|2
16624|29771.txt|The Planetoid of Peril|Paul Ernst|1931|_theData|1
16637|29792-8.txt|Buffalo Bill's Spy Trailer|Colonel Prentiss Ingraham|1908|_theData|2
16655|29817-8.txt|The Harbor of Doubt|Frank Williams|1915|_theData|2
16665|29838-8.txt|Common Science|Carleton W Washburne|1920|_theData|2
16670|29842-8.txt|Histology of the Blood|Paul Ehrlich|1900|_theData|2
16671|29847-8.txt|The Paliser case|Edgar Saltus|1919|_theData|2
16675|29850-8.txt|Woodrow Wilson's Administration and Achievements|Frank B Lord and James William Bryan|1921|_theData|2
16678|29853-8.txt|The Fathers of New England|Charles M Andrews|1919|_theData|2
16679|29855-0.txt|The Rosicrucian Mysteries|Max Heindel|1911|_theData|3
16681|29859-8.txt|Dave Porter At Bear Camp|Edward Stratemeyer|1915|_theData|2
16684|29861-8.txt|In Times Like These|Nellie L McClung|1915|_theData|2
16687|29865-8.txt|Highacres|Jane Abbott|1920|_theData|2
16690|29868-8.txt|Love and Lucy|Maurice Henry Hewlett|1916|_theData|2
16696|29877-8.txt|The Million-Dollar Suitcase|Alice MacGowan|1922|_theData|2
16700|29880-8.txt|The Crimson Tide|Robert W Chambers|1919|_theData|2
16704|29885-8.txt|The Cariboo Trail|Agnes C Laut|1916|_theData|2
16705|29886-8.txt|Pioneers of the Pacific Coast|Agnes C Laut|1915|_theData|2
16707|2989-0.txt|Garrison's Finish|W B M Ferguson|1906|_theData|3
16708|29890-8.txt|The Doctor's Family|Mrs Margaret Oliphant|1975|_theData|2
16720|29904-8.txt|Thoughts on Art and Life|Leonardo da Vinci|1906|_theData|2
16728|29912-0.txt|The Social Principles of Jesus|Walter Rauschenbusch|1916|_theData|3
16736|29927-8.txt|With Manchesters in the East|Gerald B Hurst|1918|_theData|2
16737|29928-8.txt|Why Bewick Succeeded|Jacob Kainen|1959|_theData|2
16743|29934-8.txt|The Auburndale Watch Company|Edwin A Battison|1959|_theData|2
16747|2994-0.txt|A Spirit in Prison|Robert Hichens|1908|_theData|3
16750|29945-0.txt|Jan and Her Job|L Allen Harker|1917|_theData|3
16757|29953-8.txt|Commercialism and Journalism|Hamilton Holt|1909|_theData|2
16759|29958-8.txt|The Law-Breakers|Ridgwell Cullum|1914|_theData|2
16771|29972-8.txt|The Fathers of Confederation|A H U Colquhoun|1916|_theData|2
16772|29973-8.txt|The 'Patriotes' of '37|Alfred D Decelles|1916|_theData|2
16792|2opra10.txt|A Second Book Of Operas|Henry Edward Krehbiel|1917|_theData|2
16801|30003-0.txt|Law and Laughter|George Alexander Morton|1913|_theData|3
16802|30004.txt|A Bottle of Old Wine|Richard O Lewis|1953|_theData|1
16807|30011-8.txt|An Aviator's Field Book|Oswald Bölcke|1917|_theData|2
16808|30012-8.txt|L'Aiglon|Edmond Rostand|1901|_theData|2
16812|30017.txt|My Father's Dragon|Ruth Stiles Gannett|1997|_theData|1
16818|30023-8.txt|The Daughter of the Storage|William Dean Howells|1916|_theData|2
16822|30028-8.txt|The Award of Justice|A Maynard Barbour|1901|_theData|2
16828|30036-8.txt|Word Study and English Grammar|Frederick W Hamilton|1918|_theData|2
16830|30038-8.txt|A line-o'-verse or two|Bert Leston Taylor|1911|_theData|2
16832|3004-8.txt|Jefferson and his Colleagues|Allen Johnson|1921|_theData|2
16833|30040-8.txt|The Red River Colony|Louis Aubrey Wood|1920|_theData|2
16834|30041-8.txt|Mlle. Fouchette|Charles Theodore Murray|1902|_theData|2
16839|3005.txt|Tom Swift and his Airship|Victor Appleton|1910|_theData|1
16848|3006-0.txt|Stalky & Co.|Rudyard Kipling|1909|_theData|3
16854|30066.txt|Laboratory Manual of Glass-Blowing|Francis C Frary|1914|_theData|1
16855|3007.txt|The Smoky God|Willis George Emerson|1908|_theData|1
16859|30075-8.txt|Our Next-Door Neighbors|Belle Kanaris Maniates|1917|_theData|2
16871|30093-8.txt|The Shepherd of the North|Richard Aumerle Maher|1916|_theData|2
16874|30096-0.txt|The Camera Fiend|EW Hornung|1911|_theData|3
16877|301.txt|The Ballad of Reading Gaol|Oscar Wilde|1908|_theData|1
16890|30114-8.txt|The Journal of Submarine Commander von Forstner|GeorgGünther von Forstner|1917|_theData|2
16891|30115-8.txt|Tante|Anne Douglas Sedgwick|1912|_theData|2
16900|30125-8.txt|The Flute of the Gods|Marah Ellis Ryan|1909|_theData|2
16902|30127-8.txt|Tales from Dickens|Charles Dickens and Hallie Erminie Rives|1905|_theData|2
16904|30129-8.txt|Old French Fairy Tales|Comtesse de Ségur|1920|_theData|2
16911|30135-8.txt|Walter Pieterse|Multatuli|1904|_theData|2
16914|30138.txt|The Seiners|James B James Brendan Connolly|1904|_theData|1
16937|3016-0.txt|What Diantha Did|Charlotte Perkins Gilman|1912|_theData|3
16938|30160.txt|Christ, Christianity and the Bible|I M Haldeman|1922|_theData|1
16949|30178-8.txt|Our Moslem Sisters|Annie Van Sommer|1907|_theData|2
16958|30187-8.txt|Death Points a Finger|Will Levinrew|1933|_theData|2
16961|3019-8.txt|Pointed Roofs|Dorothy M Richardson|1919|_theData|2
16962|30190-8.txt|Around the World with Josiah Allen's Wife|Marietta Holley|1905|_theData|2
16963|30191-0.txt|A Critic in Pall Mall|Oscar Wilde|1920|_theData|2
16966|30194-8.txt|Landmarks in the History of Early Christianity|Kirsopp Lake|1920|_theData|2
16968|30198-8.txt|Nirvana Days|Cale Young Rice|1909|_theData|2
16985|30215-8.txt|Intarsia and Marquetry|F Hamilton Jackson|1903|_theData|2
16998|30228-8.txt|Officer 666|Barton W Currie|1912|_theData|2
17000|30230-8.txt|A Story of the Red Cross|Clara Barton|1904|_theData|2
17007|3024.txt|The Last Stetson|John Fox Jr|1909|_theData|2
17014|30246-0.txt|Under the Maples|John  Burroughs|1921|_theData|3
17025|30257-8.txt|The Founder of New France|Charles W Colby|1915|_theData|2
17026|30258-8.txt|The Fighting Governor|Charles W Colby|1915|_theData|3
17028|3026-8.txt|North of Boston|Robert Frost|1914|_theData|3
17032|30263-8.txt|A Captain in the Ranks|George Cary Eggleston|1904|_theData|2
17044|30278-8.txt|Friars and Filipinos|Jose Rizal|1900|_theData|2
17049|30285-8.txt|How I Filmed the War|Lieut Geoffrey H Malins|1920|_theData|2
17050|30286-8.txt|The Phantom Lover|Ruby M Ayres|1927|_theData|2
17053|3029-0.txt|Real Soldiers of Fortune|Richard Harding Davis|1911|_theData|3
17054|30290-8.txt|Our Homeland Churches and How to Study Them|Sidney Heath|1907|_theData|2
17056|30292.txt|How to Tie Flies|E C Gregg|1940|_theData|1
17058|30294-8.txt|The Century Handbook of Writing|Garland Greever|1921|_theData|2
17065|3030-0.txt|The Tavern Knight|Rafael Sabatini|1930|_theData|3
17066|30300.txt|Orphans of the Storm|Henry MacMahon|1922|_theData|1
17067|30301-8.txt|The Side Of The Angels|Basil King|1916|_theData|2
17072|30306-8.txt|Religion & Sex|Chapman Cohen|1919|_theData|2
17084|30316-8.txt|Velazquez|S L Bensusan|1928|_theData|2
17089|30320-8.txt|Trail Tales|James David Gillilan|1915|_theData|2
17093|30324-8.txt|The Pathless Trail|Arthur O Arthur Olney Friel|1922|_theData|2
17095|30326-8.txt|The Thread of Gold|Arthur Christopher Benson|1907|_theData|2
17097|30328.txt|A Book of Cheerful Cats and Other Animated Animals|J G Francis|1903|_theData|1
17100|30330.txt|High Dragon Bump|Don Thompson|1958|_theData|1
17109|3034.txt|The Anti-Slavery Crusade|Jesse Macy|1919|_theData|2
17110|30340-8.txt|The Passionate Friends|Herbert George Wells|1913|_theData|2
17120|30351-8.txt|The Cup of Fury|Rupert Hughes|1919|_theData|2
17128|3036.txt|The Railroad Builders|John Moody|1920|_theData|2
17132|30365-8.txt|In Desert and Wilderness|Henryk Sienkiewicz|1923|_theData|2
17134|30367-8.txt|Old Quebec|Sir Gilbert Parker and Claude Glennon Bryan|1903|_theData|2
17135|3037.txt|The Age of Big Business|Burton J Hendrick|1919|_theData|2
17138|30372.txt|Robert Coverdale's Struggle|Horatio Jr Alger|1910|_theData|1
17140|30374-8.txt|Futurist Stories|Margery Verner Reed|1919|_theData|2
17146|3038-8.txt|The Armies of Labor|Samuel P Orth|1919|_theData|3
17148|30381.txt|Prelude to Space|Robert W Haseltine|1954|_theData|1
17151|30384-8.txt|The Day of Sir John Macdonald|Joseph Pope|1920|_theData|2
17161|30394-8.txt|Dave Porter and His Double|Edward Stratemeyer|1916|_theData|2
17162|30396-8.txt|Books and Authors|Anonymous|1941|_theData|2
17166|304.txt|Rio Grande's Last Race and Other Verses|Andrew Barton Banjo Paterson|1902|_theData|1
17167|3040.txt|The Boss and the Machine|Samuel P Orth|1919|_theData|3
17176|3041.txt|The Cleveland Era|Henry Jones Ford|1919|_theData|2
17181|30415-8.txt|The Galaxy|Various|1978|_theData|4
17190|30426-8.txt|Rhymes Old and New|MES Wright|1900|_theData|2
17194|3043.txt|The Quaker Colonies|Sydney G Fisher|1919|_theData|2
17197|30433.txt|Emile|Jean Jacques Rousseau|1905|_theData|2
17203|30439-8.txt|Mrs. Tree|Laura E Richards|1902|_theData|2
17216|30451-8.txt|A Day with Keats|May Clarissa Gillington Byron|1979|_theData|2
17236|30477-8.txt|The Sign of Silence|William Le Queux|1919|_theData|2
17243|30482-8.txt|The International Spy|Allen Upward|1905|_theData|2
17244|30483-8.txt|Outside Inn|Ethel M Kelley|1920|_theData|2
17247|30487-8.txt|Confessions of a Neurasthenic|William Taylor Marrs|1908|_theData|2
17261|305.txt|The Count's Millions|Emile Gaboriau|1913|_theData|1
17262|3050.txt|Notes of a War Correspondent|Richard Harding Davis|1911|_theData|1
17264|30502-8.txt|The Gorgeous Isle|Gertrude Atherton|1908|_theData|2
17271|30509-8.txt|The Railway Builders|Oscar D Skelton|1914|_theData|2
17280|30529-0.txt|A Stake in the Land|Peter Alexander Speek|1971|_theData|3
17287|30537.txt|The Royal Book of Oz|L Frank Baum|1933|_theData|1
17288|30538-0.txt|New Worlds For Old|Herbert George Wells|1907|_theData|3
17297|30548-0.txt|The Shores of the Adriatic|F Hamilton Jackson|1908|_theData|3
17299|30550-8.txt|Finn The Wolfhound|A J Dawson|1963|_theData|2
17313|30564-0.txt|Before and after Waterloo|Edward Stanley|1907|_theData|3
17319|30573.txt|Why I Preach the Second Coming|Isaac Massey Haldeman|1919|_theData|1
17320|30574-8.txt|Shadow Mountain|Dane Coolidge|1919|_theData|2
17323|30578-8.txt|Wunpost|Dane Coolidge|1920|_theData|2
17324|30579-0.txt|The Shepherd Of My Soul|Rev Charles J Callan|1915|_theData|3
17325|3058.txt|A Changed Man and Other Tales|Thomas Hardy|1913|_theData|2
17337|30596-8.txt|General Bramble|André Maurois|1921|_theData|2
17341|30600-8.txt|The Pines of Lory|John Ames Mitchell|1901|_theData|2
17356|30623-8.txt|The Missourian|Eugene P Eugene Percy Lyle|1905|_theData|2
17364|30634-0.txt|The Naples Riviera|Herbert M Vaughan|1907|_theData|3
17366|30636.txt|The Somnambulist and the Detective|Allan Pinkerton|1900|_theData|1
17369|30640-8.txt|Anything Once|Douglas Grant|1920|_theData|2
17371|30642-8.txt|Aurora the Magnificent|Gertrude Hall|1917|_theData|2
17376|30647-8.txt|Mystery at Geneva|Rose Macaulay|1922|_theData|1
17377|30648-8.txt|An Ocean Tramp|William McFee|1921|_theData|2
17381|30652.txt|In The Seven Woods|William Butler WB Yeats|1903|_theData|1
17386|3066.txt|The Red Man's Continent|Ellsworth Huntington|1919|_theData|1
17390|30664-0.txt|Callista|John Henry Cardinal Newman|1901|_theData|3
17391|30665-0.txt|Gossip in the First Decade of Victoria's Reign|John Ashton|1903|_theData|2
17415|30686.txt|Little Tales of The Desert|Ethel Twycross Foster|1913|_theData|1
17416|30687-8.txt|The Lord of Misrule|Alfred Noyes|1915|_theData|2
17417|30688-8.txt|Letters of a Radio-Engineer to His Son|John Mills|1922|_theData|2
17418|30689-8.txt|The Brass Bottle|F Anstey|1900|_theData|4
17419|3069-0.txt|The Great Boer War|Arthur Conan Doyle|1900|_theData|4
17425|30697-8.txt|Alaska Days with John Muir|Samuel Hall Young|1915|_theData|2
17426|30698-8.txt|Aces Up|Covington Clarke|1929|_theData|2
17427|307-0.txt|Three Elephant Power|Andrew Barton Banjo Paterson|1917|_theData|2
17440|30713.txt|Captain Pott's Minister|Francis L Cooper|1922|_theData|1
17444|30718-0.txt|An Outline of Occult Science|Rudolf Steiner|1922|_theData|3
17448|30723-8.txt|Fathers and Children|Ivan Sergeevich Turgenev|1905|_theData|2
17449|30724-0.txt|Absolution|Clara Viebig|1908|_theData|3
17454|30730-8.txt|The Hound of Heaven|Francis Thompson|1908|_theData|2
17455|30731.txt|Industrial Conspiracies|Clarence S Darrow|1912|_theData|1
17459|30736-8.txt|Clark's Field|Robert Herrick|1914|_theData|2
17462|3074-0.txt|The Burgess Bird Book for Children|Thornton W Burgess|1923|_theData|2
17475|30758.txt|Communism and Christianism|William Montgomery Brown|1932|_theData|1
17476|30759-8.txt|Exit Betty|Grace Livingston Hill|1920|_theData|2
17477|3076-0.txt|Ten Days That Shook the World|John Reed|1919|_theData|3
17481|30764.txt|Ham Sandwich|James H Schmitz|1963|_theData|1
17490|30776-8.txt|Materials and Methods of Fiction|Clayton Hamilton|1918|_theData|2
17507|30803-8.txt|Books Before Typography|Frederick W Hamilton|1918|_theData|2
17513|30810.txt|The Wolf Patrol|John Finnemore|1908|_theData|1
17522|30820-8.txt|If Your Baby Must Travel in Wartime|United States Department of Labor Childrens Bureau|1944|_theData|2
17527|30826-8.txt|Gold|Stewart White|1922|_theData|2
17528|30827-8.txt|The Count's Chauffeur|William Le Queux|1911|_theData|2
17532|30830-8.txt|Weeds by the Wall|Madison J Cawein|1901|_theData|2
17536|30836-8.txt|Seven Keys to Baldpate|Earl Derr Biggers|1913|_theData|2
17538|30838-8.txt|Ashton-Kirk, Criminologist|John T McIntyre|1919|_theData|2
17540|30840-8.txt|The Girls of Central High on Lake Luna|Gertrude W Morrison|1914|_theData|2
17546|30847-8.txt|Compound Words|Frederick W Hamilton|1918|_theData|2
17552|30852.txt|The Tin Woodman of Oz|L Frank  Baum|1918|_theData|2
17553|30853-8.txt|Mrs. Raffles|John Kendrick Bangs|1905|_theData|2
17554|30855-8.txt|The Wife of Sir Isaac Harman|H G Herbert George Wells|1914|_theData|2
17564|30868-8.txt|The Come Back|Carolyn Wells|1921|_theData|2
17570|30873-8.txt|His Lordship's Leopard|David Dwight Wells|1900|_theData|2
17579|30882-8.txt|God and Mr. Wells|William Archer|1917|_theData|2
17588|30896-8.txt|When Ghost Meets Ghost|William Frend De Morgan|1914|_theData|2
17589|30897-8.txt|A Little Housekeeping Book for a Little Girl|Caroline French Benton|1906|_theData|2
17592|309.txt|Rhymes of a Rolling Stone|Robert W Service|1912|_theData|1
17596|30902.txt|Expediter|Dallas McCord Reynolds|1963|_theData|1
17599|30908.txt|The Bible in its Making|Mildred Duff|1911|_theData|1
17601|3091-0.txt|Eight Hundred Leagues on the Amazon|Jules Verne|1911|_theData|3
17606|3092-0.txt|The Conquest of New France|George M Wrong|1919|_theData|2
17607|30924.txt|Thirty-Seven Days of Peril|Truman Everts|1923|_theData|1
17608|30925-8.txt|The Wilderness Trail|Frank Williams|1913|_theData|2
17618|3094-0.txt|Red Eve|H Rider Haggard|1911|_theData|3
17643|30968.txt|A Sunny Little Lass|Evelyn Raymond|1906|_theData|1
17651|30974-8.txt|Jimbo|Algernon Blackwood|1909|_theData|2
17655|3098-0.txt|The Paths of Inland Commerce|Archer B Hulbert|1920|_theData|2
17658|30982-8.txt|An Introduction to Shakespeare|H N MacCracken|1910|_theData|2
17659|30983.txt|Knots, Bends, Splices|J Netherclift Jutsum|1918|_theData|1
17662|30988.txt|The Junkmakers|Albert R Teichner|1961|_theData|1
17682|31011-8.txt|The Tadpoles of Bufo cognatus Say|Hobart M Smith|1946|_theData|2
17686|31017-8.txt|Ivory Apes and Peacocks|James Huneker|1915|_theData|2
17691|31021-8.txt|The Bandbox|Louis Joseph Vance|1912|_theData|2
17693|31024-8.txt|Mine Pumping in Agricola's Time and Later|Robert P Multhauf|1959|_theData|2
17697|31029-8.txt|I'll Leave It To You|Noel Coward|1920|_theData|2
17700|31033-0.txt|James VI and the Gowrie Mystery|Andrew Lang|1902|_theData|2
17703|31036-8.txt|The Lovers Assistant, or, New Art of Love|Henry Fielding|1961|_theData|2
17721|31057-8.txt|The Wishing Moon|Louise Elizabeth Dutton|1916|_theData|2
17731|31072-8.txt|A Letter Book|George Saintsbury|1922|_theData|2
17741|31086-8.txt|"And they thought we wouldn't fight"|Floyd Gibbons|1918|_theData|2
17745|3109.txt|Fashions in Literature|Charles Dudley Warner|1902|_theData|2
17773|31118-8.txt|The Long Day|Dorothy Richardson|1905|_theData|2
17776|31121.txt|A Calendar of Scottish Saints|Michael Barrett|1919|_theData|1
17779|31124-8.txt|A Diary Without Dates|Enid Bagnold|1918|_theData|2
17792|31138-8.txt|The So-called Human Race|Bert Leston Taylor|1922|_theData|2
17842|31192-8.txt|From the Rapidan to Richmond and the Spottsylvania Campaign|William Meade Dame|1920|_theData|2
17843|31193-8.txt|Manifesto of the Communist Party|Karl Marx|1906|_theData|2
17849|31200-8.txt|The Wide Awake Girls in Winsted|Katharine Ellis Barrett|1909|_theData|2
17851|31202-8.txt|The Strange Cases of Dr. Stanchon|Josephine Daskam Bacon|1913|_theData|2
17861|31214-8.txt|Broad-Sword and Single-Stick|R G AllansonWinn|1905|_theData|2
17867|31221-8.txt|The Genera of Phyllomedusine Frogs (Anura Hylidae)|William E Duellman|1968|_theData|2
17875|31229-8.txt|Pot-Boilers|Clive Bell|1918|_theData|2
17889|31243-8.txt|Twentieth Century Inventions|George Sutherland|1901|_theData|2
17896|31250.txt|Old Plymouth Trails|Winthrop Packard|1920|_theData|1
17897|31251-0.txt|The Book of Pears and Plums|Edward Bartrum|1903|_theData|3
17905|31259-8.txt|The Boy With the U. S. Life-Savers|Francis RoltWheeler|1915|_theData|2
17909|31263-8.txt|Bark Kathleen Sunk By A Whale|Thomas H Jenkins|1902|_theData|2
17911|31266.txt|Quality Street|J M Barrie|1921|_theData|1
17925|3128-0.txt|Saunterings|Charles Dudley Warner|1900|_theData|2
17963|31320-8.txt|The Wooing of Calvin Parks|Laura E Richards|1908|_theData|2
17967|31325-8.txt|An Annotated Checklist of Nebraskan Bats|Olin L Webb|1952|_theData|2
17978|31335.txt|History of the Constitutions of Iowa|Benjamin F Shambaugh|1902|_theData|1
17982|31340.txt|The Colored Girl Beautiful|E Azalia Hackley|1916|_theData|1
17988|31350-8.txt|Bible Studies in the Life of Paul|Henry T Sell|1904|_theData|2
17999|31361-8.txt|The Deaves Affair|Hulbert Footner|1922|_theData|2
18000|31362.txt|The Weans at Rowallan|Kathleen Fitzpatrick|1937|_theData|1
18001|31363-8.txt|British Supremacy & Canadian Self-Government|J L Morison|1919|_theData|2
18004|31366.txt|A Little Dusky Hero|Harriot T Comstock|1902|_theData|1
18005|31367-8.txt|The Training of a Forester|Gifford Pinchot|1917|_theData|2
18008|3137-0.txt|The Rise of Roscoe Paine|Joseph C Lincoln|1912|_theData|2
18009|31370-8.txt|Mistress Nell|George C Hazelton Jr|1901|_theData|2
18011|31372-8.txt|Old Crow|Alice Brown|1922|_theData|2
18012|31373-8.txt|Solaris Farm|Milan C Edson|1900|_theData|2
18018|31380-8.txt|Bred of the Desert|Marcus Horton|1915|_theData|2
18024|31386-8.txt|Mad Shepherds|L P Jacks|1910|_theData|2
18038|31399-8.txt|Banked Fires|E W Ethel Winifred Savi|1926|_theData|2
18045|31411-8.txt|Stories Pictures Tell|Flora L Carpenter|1918|_theData|8
18049|31415-8.txt|Stained Glass Work|C W Whall|1905|_theData|2
18059|31422-8.txt|The Kempton-Wace Letters|Jack London|1903|_theData|2
18063|31426.txt|Eagles of the Sky|Ambrose Newcomb|1930|_theData|1
18074|31451.txt|A Little Question in Ladies' Rights|Parker Fillmore|1911|_theData|1
18080|31457-8.txt|The Evidence in the Case|James M Beck|1914|_theData|2
18091|31470-8.txt|John March, Southerner|George W Cable|1923|_theData|2
18092|31471-8.txt|The Girl in the Mirror|Elizabeth Garver Jordan|1919|_theData|2
18098|31479-8.txt|Celebrated Women Travellers of the Nineteenth Century|W H Davenport Adams|1903|_theData|2
18099|3148-0.txt|A Village Stradivarius|Kate Douglas Wiggin|1904|_theData|2
18105|31485-8.txt|Blue Goose|Frank Lewis Nason|1903|_theData|2
18115|31494.txt|The Young Man in Business|Edward W Bok|1900|_theData|1
18118|31497-8.txt|The Brassbounder|David W Bone|1921|_theData|2
18121|315-8.txt|Rhymes of a Red Cross Man|Robert W Service|1916|_theData|2
18127|31504-8.txt|Concerning Justice|Lucilius A Emery|1914|_theData|2
18130|31508-0.txt|Euthenics, the science of controllable environment|Ellen H Richards|1910|_theData|3
18141|31521-8.txt|Little Frida|Anonymous|1915|_theData|2
18147|31528.txt|Doubloons--and the Girl|John Maxwell Forbes|1917|_theData|1
18149|3153-0.txt|The Virgin of the Sun|H R Haggard|1922|_theData|3
18155|31542-8.txt|Pierre and Luce|Romain Rolland|1922|_theData|2
18170|31561-8.txt|Cupid's Middleman|Edward B Lent|1906|_theData|2
18185|31582-8.txt|St. Gregory and the Gregorian Music|E G P Wyatt|1904|_theData|2
18193|3159-0.txt|The Hermit of Far End|Margaret Pedler|1920|_theData|3
18206|31602-8.txt|A Canadian Bankclerk|J P Buschlen|1913|_theData|2
18207|31603.txt|Studies in Prophecy|Arno C Gaebelein|1920|_theData|1
18211|31607-8.txt|In the Brooding Wild|Ridgwell Cullum|1905|_theData|2
18218|31616-8.txt|Health Lessons|Alvin Davison|1910|_theData|2
18220|31619-8.txt|The Planet Savers|Marion Zimmer Bradley|1982|_theData|2
18224|31622-0.txt|Optimism|Helen Keller|1903|_theData|3
18229|31629-8.txt|Scotland Yard|George Dilnot|1915|_theData|2
18231|31630-8.txt|Hand-Loom Weaving|Mattie Phipps Todd|1902|_theData|2
18233|31635-8.txt|The Silent Barrier|Louis Tracy|1910|_theData|2
18238|31643-8.txt|Asparagus, its culture for home use and for market:|F M Hexamer|1915|_theData|2
18241|31646-8.txt|Through Our Unknown Southwest|Agnes C Laut|1913|_theData|2
18244|31650-8.txt|Nathan Hale|Jean Christie Root|1915|_theData|2
18247|31655-8.txt|A Daughter of the Forest|Evelyn Raymond|1902|_theData|2
